beta,T,tune_balanced_nll
0.0,0.8,2.301764
0.0,1.0,2.097469
0.0,1.25,2.021989
0.5,0.8,7.951509
0.5,1.0,6.719567
0.5,1.25,5.825958
1.0,0.8,20.927011
1.0,1.0,16.878363
1.0,1.25,13.737546
