beta,T,tune_balanced_nll
0.0,0.8,2.1171
0.0,1.0,1.964226
0.0,1.25,1.921902
0.5,0.8,8.131403
0.5,1.0,6.821966
0.5,1.25,5.85279
1.0,0.8,20.812216
1.0,1.0,16.756588
1.0,1.25,13.575768
