beta,T,tune_balanced_nll
0.0,0.8,1.573945
0.0,1.0,1.481221
0.0,1.25,1.479869
0.5,0.8,6.168974
0.5,1.0,5.303368
0.5,1.25,4.68191
1.0,0.8,18.130981
1.0,1.0,14.630041
1.0,1.25,11.90569
