beta,T,tune_balanced_nll
0.0,0.8,2.565206
0.0,1.0,2.421438
0.0,1.25,2.423245
0.5,0.8,9.017627
0.5,1.0,7.58778
0.5,1.25,6.578306
1.0,0.8,21.358433
1.0,1.0,17.439856
1.0,1.25,14.376546
