beta,T,tune_balanced_nll
0.0,0.8,1.907488
0.0,1.0,1.777698
0.0,1.25,1.751917
0.5,0.8,7.726611
0.5,1.0,6.493585
0.5,1.25,5.58765
1.0,0.8,20.44167
1.0,1.0,16.484484
1.0,1.25,13.393001
