beta,T,tune_balanced_nll
0.0,0.8,7.0232
0.0,1.0,5.898369
0.0,1.25,5.073698
0.5,0.8,11.230571
0.5,1.0,9.151953
0.5,1.25,7.590578
1.0,0.8,16.0101
1.0,1.0,12.946129
1.0,1.25,10.586248
