beta,T,tune_balanced_nll
0.0,0.8,2.054258
0.0,1.0,1.891659
0.0,1.25,1.834472
0.5,0.8,7.470326
0.5,1.0,6.317607
0.5,1.25,5.475823
1.0,0.8,20.096511
1.0,1.0,16.187089
1.0,1.25,13.135544
