beta,T,tune_balanced_nll
0.0,0.8,1.52576
0.0,1.0,1.520599
0.0,1.25,1.601915
0.5,0.8,7.709582
0.5,1.0,6.49093
0.5,1.25,5.604599
1.0,0.8,21.632836
1.0,1.0,17.429483
1.0,1.25,14.138353
