beta,T,tune_balanced_nll
0.0,0.8,1.563644
0.0,1.0,1.477162
0.0,1.25,1.481849
0.5,0.8,6.290518
0.5,1.0,5.405196
0.5,1.25,4.766862
1.0,0.8,18.558512
1.0,1.0,14.964529
1.0,1.25,12.162537
