method,bucket,cls,support,precision,recall,f1
realistic_oracle,all,benign,3520680,1.0,1.0,1.0
realistic_oracle,all,bot,41541,1.0,1.0,1.0
realistic_oracle,all,brute_force,136149,1.0,1.0,1.0
realistic_oracle,all,ddos,265008,1.0,1.0,1.0
realistic_oracle,all,dos,39483,1.0,1.0,1.0
realistic_oracle,all,infiltration,20086,1.0,1.0,1.0
realistic_oracle,all,web_attacks,163,1.0,1.0,1.0
realistic_oracle,seen_same_label,benign,1769423,1.0,1.0,1.0
realistic_oracle,seen_same_label,bot,39682,1.0,1.0,1.0
realistic_oracle,seen_same_label,brute_force,98564,1.0,1.0,1.0
realistic_oracle,seen_same_label,ddos,79291,1.0,1.0,1.0
realistic_oracle,seen_same_label,dos,6322,1.0,1.0,1.0
realistic_oracle,seen_same_label,infiltration,10759,1.0,1.0,1.0
realistic_oracle,seen_same_label,web_attacks,36,1.0,1.0,1.0
realistic_oracle,unseen,benign,1751257,1.0,1.0,1.0
realistic_oracle,unseen,bot,1859,1.0,1.0,1.0
realistic_oracle,unseen,brute_force,37585,1.0,1.0,1.0
realistic_oracle,unseen,ddos,185717,1.0,1.0,1.0
realistic_oracle,unseen,dos,33161,1.0,1.0,1.0
realistic_oracle,unseen,infiltration,9327,1.0,1.0,1.0
realistic_oracle,unseen,web_attacks,127,1.0,1.0,1.0
xgboost_full,all,benign,3520680,0.9853556420814031,0.9979100628287717,0.9915931166093277
xgboost_full,all,bot,41541,1.0,0.9955706410534171,0.9977804048348573
xgboost_full,all,brute_force,136149,1.0,0.999853102116064,0.9999265456628886
xgboost_full,all,ddos,265008,1.0,0.8337823763810904,0.9093580428300687
xgboost_full,all,dos,39483,1.0,0.9961249145201733,0.9980586959004225
xgboost_full,all,infiltration,20086,0.6236330498177399,0.6132629692323011,0.6184045383804407
xgboost_full,all,web_attacks,163,0.9347826086956522,0.26380368098159507,0.41148325358851673
xgboost_full,seen_same_label,benign,1769423,0.9993137795328957,0.9999604390809885,0.9996370047268481
xgboost_full,seen_same_label,bot,39682,1.0,1.0,1.0
xgboost_full,seen_same_label,brute_force,98564,1.0,1.0,1.0
xgboost_full,seen_same_label,ddos,79291,1.0,1.0,1.0
xgboost_full,seen_same_label,dos,6322,1.0,1.0,1.0
xgboost_full,seen_same_label,infiltration,10759,0.9927295388450353,0.8883725253276327,0.937656349634571
xgboost_full,seen_same_label,web_attacks,36,1.0,0.6111111111111112,0.7586206896551724
xgboost_full,unseen,benign,1751257,0.9715872530389105,0.9958384177764885,0.9835633713136163
xgboost_full,unseen,bot,1859,1.0,0.9010220548682087,0.9479343520090548
xgboost_full,unseen,brute_force,37585,1.0,0.9994678728216043,0.9997338656021291
xgboost_full,unseen,ddos,185717,1.0,0.7628165434505187,0.8654519907753868
xgboost_full,unseen,dos,33161,1.0,0.9953861463767679,0.9976877389714217
xgboost_full,unseen,infiltration,9327,0.27261951797708417,0.2959150852364104,0.2837900365019793
xgboost_full,unseen,web_attacks,127,0.875,0.16535433070866143,0.2781456953642384
xgboost_c0,all,benign,3520680,0.9977180941274717,0.9895389527023188,0.9936116915826572
xgboost_c0,all,bot,41541,0.998888754680517,0.9953780602296526,0.9971303173531397
xgboost_c0,all,brute_force,136149,1.0,0.999853102116064,0.9999265456628886
xgboost_c0,all,ddos,265008,1.0,0.9999471714061462,0.9999735850053396
xgboost_c0,all,dos,39483,0.9995631729064419,0.9852341514069346,0.9923469387755102
xgboost_c0,all,infiltration,20086,0.2723201969397933,0.6388529323907199,0.3818649843022304
xgboost_c0,all,web_attacks,163,0.04093567251461988,0.6871165644171779,0.07726802345636426
xgboost_c0,seen_same_label,benign,1769423,0.9993749497069687,0.9966836646748686,0.998027492861652
xgboost_c0,seen_same_label,bot,39682,0.9994962470404514,1.0,0.9997480600624811
xgboost_c0,seen_same_label,brute_force,98564,1.0,1.0,1.0
xgboost_c0,seen_same_label,ddos,79291,1.0,1.0,1.0
xgboost_c0,seen_same_label,dos,6322,1.0,1.0,1.0
xgboost_c0,seen_same_label,infiltration,10759,0.7295435621830293,0.8958081606097221,0.8041718815185649
xgboost_c0,seen_same_label,web_attacks,36,0.014598540145985401,0.9444444444444444,0.02875264270613108
xgboost_c0,unseen,benign,1751257,0.9960252669121564,0.982320127771081,0.989125225641434
xgboost_c0,unseen,bot,1859,0.9846426461901949,0.8967186659494352,0.9386261261261262
xgboost_c0,unseen,brute_force,37585,1.0,0.9994678728216043,0.9997338656021291
xgboost_c0,unseen,ddos,185717,1.0,0.9999246164863744,0.9999623068224651
xgboost_c0,unseen,dos,33161,0.9994784476146649,0.9824191067820632,0.9908753573818359
xgboost_c0,unseen,infiltration,9327,0.09419050427602477,0.34244666023373005,0.14774383051553067
xgboost_c0,unseen,web_attacks,127,0.19164619164619165,0.6141732283464567,0.29213483146067415
tabpfn_plain,all,benign,3520680,0.9962126753696278,0.9999514298374178,0.9980785513169967
tabpfn_plain,all,bot,41541,0.9995166630416394,0.9956187862593582,0.9975639170284611
tabpfn_plain,all,brute_force,136149,1.0,0.999853102116064,0.9999265456628886
tabpfn_plain,all,ddos,265008,0.9999733429806356,0.9908682002052768,0.9953999503414499
tabpfn_plain,all,dos,39483,0.9995119570522206,0.9855380796798622,0.9924758333970974
tabpfn_plain,all,infiltration,20086,0.9734852204654817,0.4935278303295828,0.6549935577653705
tabpfn_plain,all,web_attacks,163,0.0,0.0,0.0
tabpfn_plain,seen_same_label,benign,1769423,0.9976797280404444,0.9999779589165507,0.9988275214639216
tabpfn_plain,seen_same_label,bot,39682,0.999798437893676,1.0,0.9998992087889936
tabpfn_plain,seen_same_label,brute_force,98564,1.0,1.0,1.0
tabpfn_plain,seen_same_label,ddos,79291,1.0,0.9706271834129977,0.9850946861820253
tabpfn_plain,seen_same_label,dos,6322,0.9996837444655281,1.0,0.9998418472244188
tabpfn_plain,seen_same_label,infiltration,10759,0.9959061739322859,0.8366019146760851,0.9093296964186492
tabpfn_plain,seen_same_label,web_attacks,36,0.0,0.0,0.0
tabpfn_plain,unseen,benign,1751257,0.9947347014361557,0.9999246255689485,0.9973229116446937
tabpfn_plain,unseen,bot,1859,0.9928952042628775,0.9020979020979021,0.9453213077790305
tabpfn_plain,unseen,brute_force,37585,1.0,0.9994678728216043,0.9997338656021291
tabpfn_plain,unseen,ddos,185717,0.9999622911874505,0.9995100071614338,0.9997360980207352
tabpfn_plain,unseen,dos,33161,0.9994786395559235,0.9827809776544736,0.9910594818148644
tabpfn_plain,unseen,infiltration,9327,0.7965065502183406,0.09778063686072692,0.17417876241405653
tabpfn_plain,unseen,web_attacks,127,0.0,0.0,0.0
ours_c0,all,benign,3520680,0.9967651984350003,0.9984542758785234,0.99760902220218
ours_c0,all,bot,41541,0.9999033349444176,0.9960280205098577,0.9979619155581819
ours_c0,all,brute_force,136149,1.0,0.999853102116064,0.9999265456628886
ours_c0,all,ddos,265008,0.9999848549100382,0.9966038761094005,0.9982915028726943
ours_c0,all,dos,39483,0.9993312413189979,0.9840184383152243,0.9916157272112402
ours_c0,all,infiltration,20086,0.7885445575084798,0.5092601812207508,0.6188517151672818
ours_c0,all,web_attacks,163,0.049448713665218844,0.9079754601226994,0.09378960709759189
ours_c0,seen_same_label,benign,1769423,0.9991235401288565,0.9985899358152347,0.9988566667071803
ours_c0,seen_same_label,bot,39682,1.0,1.0,1.0
ours_c0,seen_same_label,brute_force,98564,1.0,1.0,1.0
ours_c0,seen_same_label,ddos,79291,1.0,1.0,1.0
ours_c0,seen_same_label,dos,6322,0.9996837444655281,1.0,0.9998418472244188
ours_c0,seen_same_label,infiltration,10759,0.9921123716909779,0.8534250395018125,0.9175577096032778
ours_c0,seen_same_label,web_attacks,36,0.014095851792186871,0.9722222222222222,0.027788805081381502
ours_c0,unseen,benign,1751257,0.9943930272874947,0.998317208724933,0.9963512541228264
ours_c0,unseen,bot,1859,0.9976442873969376,0.9112426035502958,0.9524880517289851
ours_c0,unseen,brute_force,37585,1.0,0.9994678728216043,0.9997338656021291
ours_c0,unseen,ddos,185717,0.9999783574377371,0.9951539169812134,0.9975603042063163
ours_c0,unseen,dos,33161,0.9992627634084905,0.9809716232924218,0.9900327170356844
ours_c0,unseen,infiltration,9327,0.28167877320419693,0.11225474429076873,0.16053357865685372
ours_c0,unseen,web_attacks,127,0.22156862745098038,0.889763779527559,0.35478806907378335
distpfn,all,benign,3520680,0.9961577008770133,0.9985505640955724,0.9973526972402262
distpfn,all,bot,41541,0.9999516324062878,0.995353987626682,0.9976475129989987
distpfn,all,brute_force,136149,1.0,0.999853102116064,0.9999265456628886
distpfn,all,ddos,265008,0.9999848561714887,0.9966868924711707,0.9983331506476523
distpfn,all,dos,39483,1.0,0.9310336094015146,0.9642852458586362
distpfn,all,infiltration,20086,0.8098535498248965,0.5065717415115005,0.6232771822358346
distpfn,all,web_attacks,163,0.04907773386034255,0.9141104294478528,0.09315411065958112
distpfn,seen_same_label,benign,1769423,0.9979520279780315,0.9985775023835454,0.9982646672062215
distpfn,seen_same_label,bot,39682,1.0,1.0,1.0
distpfn,seen_same_label,brute_force,98564,1.0,1.0,1.0
distpfn,seen_same_label,ddos,79291,1.0,1.0,1.0
distpfn,seen_same_label,dos,6322,1.0,0.6716229041442582,0.8035579106737321
distpfn,seen_same_label,infiltration,10759,0.9924340683095547,0.8534250395018125,0.9176952676028185
distpfn,seen_same_label,web_attacks,36,0.013944223107569721,0.9722222222222222,0.02749410840534171
distpfn,unseen,benign,1751257,0.9943512045058441,0.9985233463734906,0.9964329081884131
distpfn,unseen,bot,1859,0.9988009592326139,0.8961807423345884,0.9447122200170116
distpfn,unseen,brute_force,37585,1.0,0.9994678728216043,0.9997338656021291
distpfn,unseen,ddos,185717,0.9999783600136332,0.9952723767883392,0.9976198186528498
distpfn,unseen,dos,33161,1.0,0.9804891287958747,0.9901484583174724
distpfn,unseen,infiltration,9327,0.29981884057971014,0.106465101318752,0.15713268454782814
distpfn,unseen,web_attacks,127,0.21673003802281368,0.8976377952755905,0.34915773353751917
