arm,split,class,support,global_f1,system_f1,delta_f1,precision,recall,helpful,harmful,net_correction
legacy,cal_confirm,backdoor,1630,0.9978494623655914,0.9978494623655914,0.0,0.9993846153846154,0.996319018404908,0,0,0.0
legacy,cal_confirm,benign,239,0.0958710976837865,0.10993071593533488,0.014059618251548375,0.05817648496700073,0.99581589958159,0,0,0.0
legacy,cal_confirm,ddos,8320,0.9938812237552489,0.9938812237552489,0.0,0.9920958083832335,0.9956730769230769,0,0,0.0
legacy,cal_confirm,dos,1074,0.9618909792571153,0.9618909792571153,0.0,0.997997997997998,0.9283054003724395,0,0,0.0
legacy,cal_confirm,injection,12617,0.9449079045180474,0.9449079045180474,0.0,0.9864620160386307,0.9067131647776809,0,0,0.0
legacy,cal_confirm,mitm,180,0.64,0.64,0.0,0.6588235294117647,0.6222222222222222,0,0,0.0
legacy,cal_confirm,password,10272,0.992230746819462,0.992230746819462,0.0,0.989827552799845,0.9946456386292835,0,0,0.0
legacy,cal_confirm,ransomware,119,0.9915254237288136,0.9915254237288136,0.0,1.0,0.9831932773109243,0,0,0.0
legacy,cal_confirm,scanning,2566,0.04038095238095238,0.42208588957055215,0.38170493718959975,0.9913544668587896,0.2681215900233827,635,0,0.24746687451286048
legacy,cal_confirm,xss,14576,0.9574528435682882,0.9574528435682882,0.0,0.9907543293219842,0.9263172338090011,0,0,0.0
global,full_test,backdoor,40030,0.9987138986352342,0.9987138986352342,0.0,0.9983773123299299,0.9990507119660255,0,0,0.0
global,full_test,benign,1474302,0.9060893350348432,0.9060893350348432,0.0,0.9663306364849163,0.8529181945083165,0,0,0.0
global,full_test,ddos,103338,0.9732661003228354,0.9732661003228354,0.0,0.9810066850176956,0.9656467127291025,0,0,0.0
global,full_test,dos,22458,0.9797652319731693,0.9797652319731693,0.0,0.9839673058786546,0.9755988957164485,0,0,0.0
global,full_test,injection,68891,0.9287988219619943,0.9287988219619943,0.0,0.898384405648476,0.9613447329839891,0,0,0.0
global,full_test,mitm,1161,0.04878832384798972,0.04878832384798972,0.0,0.02506188848284805,0.9155900086132644,0,0,0.0
global,full_test,password,210951,0.8906812995118151,0.8906812995118151,0.0,0.8047174755461706,0.9972078823992302,0,0,0.0
global,full_test,ransomware,709,0.13980582524271845,0.13980582524271845,0.0,0.0756920920453218,0.9139633286318759,0,0,0.0
global,full_test,scanning,6029,0.15120170368116823,0.15120170368116823,0.0,0.9119266055045872,0.08243489799303368,0,0,0.0
global,full_test,xss,343854,0.8035829808410052,0.8035829808410052,0.0,0.7309293970783026,0.8922740465430096,0,0,0.0
correctness_oracle,full_test,backdoor,40030,0.9987138986352342,0.9992009987515605,0.0004871001163263555,0.998702271025705,0.9997002248313764,26,0,0.0006495128653509867
correctness_oracle,full_test,benign,1474302,0.9060893350348432,0.9315146362798996,0.025425301245056375,0.9990486190608588,0.8725329003148609,28918,0,0.019614705806544386
correctness_oracle,full_test,ddos,103338,0.9732661003228354,0.9883195341378692,0.015053433815033768,0.9895804026194519,0.9870618746250169,2213,0,0.02141516189591438
correctness_oracle,full_test,dos,22458,0.9797652319731693,0.9935947161949511,0.013829484221781763,0.9891443449097569,0.9980853148098673,505,0,0.022486419093418825
correctness_oracle,full_test,injection,68891,0.9287988219619943,0.9753876271402835,0.04658880517828923,0.9537138497815383,0.998069414001829,2530,0,0.03672468101783977
