tau_pre,tau_post,delta_macro_f1,delta_tail_f1,delta_benign_fpr,accepted,changed,helpful,harmful,proposal_rate,harmful_fraction,feasible,reason
-inf,0.0,0.056356316051608735,-0.05560965324430889,0.0066225165562914245,99961,7802,7206,11,1.0,0.0015241790217541914,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.0034525105729699135,0.05656151737287196,-0.05441767971945444,0.0066225165562914245,92658,7790,7202,10,1.0,0.0013865779256794233,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.01996641978621483,0.05666933410847108,-0.053834541819184456,0.0066225165562914245,61774,7745,7182,8,1.0,0.0011126564673157164,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.07065660133957863,0.05908505273097164,-0.05251214399691695,0.0033112582781457123,30888,7619,7115,5,1.0,0.0007022471910112359,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.13710597157478333,0.06744903011583814,-0.04378905545921241,0.0016556291390728006,12355,7470,7028,1,1.0,0.0001422677479015507,False,"benign_fpr,tail_f1,protected_class_f1"
-inf,0.3627885580062866,0.06599515444062576,-0.033508629798665535,0.0,6178,5880,5572,0,1.0,0.0,False,"tail_f1,protected_class_f1"
-inf,0.8990352153778076,0.028011235391338984,0.0,0.0,1235,1137,1137,0,1.0,0.0,True,
0.0,0.0,0.056356316051608735,-0.05560965324430889,0.0066225165562914245,99961,7802,7206,11,1.0,0.0015241790217541914,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.0034525105729699135,0.05656151737287196,-0.05441767971945444,0.0066225165562914245,92658,7790,7202,10,1.0,0.0013865779256794233,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.01996641978621483,0.05666933410847108,-0.053834541819184456,0.0066225165562914245,61774,7745,7182,8,1.0,0.0011126564673157164,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.07065660133957863,0.05908505273097164,-0.05251214399691695,0.0033112582781457123,30888,7619,7115,5,1.0,0.0007022471910112359,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.13710597157478333,0.06744903011583814,-0.04378905545921241,0.0016556291390728006,12355,7470,7028,1,1.0,0.0001422677479015507,False,"benign_fpr,tail_f1,protected_class_f1"
0.0,0.3627885580062866,0.06599515444062576,-0.033508629798665535,0.0,6178,5880,5572,0,1.0,0.0,False,"tail_f1,protected_class_f1"
0.0,0.8990352153778076,0.028011235391338984,0.0,0.0,1235,1137,1137,0,1.0,0.0,True,
0.0009874874958768487,0.0,0.056356316051608735,-0.05560965324430889,0.0066225165562914245,99960,7802,7206,11,0.9999983368719109,0.0015241790217541914,False,"benign_fpr,tail_f1,protected_class_f1"
0.0009874874958768487,0.0034525105729699135,0.05656151737287196,-0.05441767971945444,0.0066225165562914245,92657,7790,7202,10,0.9999983368719109,0.0013865779256794233,False,"benign_fpr,tail_f1,protected_class_f1"
0.0009874874958768487,0.01996641978621483,0.05666933410847108,-0.053834541819184456,0.0066225165562914245,61773,7745,7182,8,0.9999983368719109,0.0011126564673157164,False,"benign_fpr,tail_f1,protected_class_f1"
0.0009874874958768487,0.07065660133957863,0.05908505273097164,-0.05251214399691695,0.0033112582781457123,30887,7619,7115,5,0.9999983368719109,0.0007022471910112359,False,"benign_fpr,tail_f1,protected_class_f1"
0.0009874874958768487,0.13710597157478333,0.06744903011583814,-0.04378905545921241,0.0016556291390728006,12355,7470,7028,1,0.9999983368719109,0.0001422677479015507,False,"benign_fpr,tail_f1,protected_class_f1"
0.0009874874958768487,0.3627885580062866,0.06599515444062576,-0.033508629798665535,0.0,6178,5880,5572,0,0.9999983368719109,0.0,False,"tail_f1,protected_class_f1"
0.0009874874958768487,0.8990352153778076,0.028011235391338984,0.0,0.0,1235,1137,1137,0,0.9999983368719109,0.0,True,
0.05395227298140526,0.0,0.0563417896579006,-0.05560965324430889,0.0066225165562914245,76521,7798,7202,11,0.7422644701207859,0.0015250242617496188,False,"benign_fpr,tail_f1,protected_class_f1"
0.05395227298140526,0.0034525105729699135,0.056546991170072336,-0.05441767971945444,0.0066225165562914245,71239,7786,7198,10,0.7422644701207859,0.0013873473917869034,False,"benign_fpr,tail_f1,protected_class_f1"
0.05395227298140526,0.01996641978621483,0.05665480314112992,-0.053834541819184456,0.0066225165562914245,44166,7741,7178,8,0.7422644701207859,0.001113275814082939,False,"benign_fpr,tail_f1,protected_class_f1"
0.05395227298140526,0.07065660133957863,0.05907049955513999,-0.05251214399691695,0.0033112582781457123,22903,7615,7111,5,0.7422644701207859,0.0007026419336706015,False,"benign_fpr,tail_f1,protected_class_f1"
0.05395227298140526,0.13710597157478333,0.06743423634230927,-0.04378905545921241,0.0016556291390728006,11459,7466,7024,1,0.7422644701207859,0.00014234875444839857,False,"benign_fpr,tail_f1,protected_class_f1"
0.05395227298140526,0.3627885580062866,0.06599515444062576,-0.033508629798665535,0.0,6178,5880,5572,0,0.7422644701207859,0.0,False,"tail_f1,protected_class_f1"
0.05395227298140526,0.8990352153778076,0.028011235391338984,0.0,0.0,1235,1137,1137,0,0.7422644701207859,0.0,True,
0.38814106583595276,0.0,0.05613956424566269,-0.05859936067917104,0.0066225165562914245,57549,7672,7136,6,0.43112960819466606,0.0008401008120974517,False,"benign_fpr,tail_f1,protected_class_f1"
0.38814106583595276,0.0034525105729699135,0.056350920073391375,-0.05742713360896401,0.0066225165562914245,53293,7664,7134,6,0.43112960819466606,0.0008403361344537816,False,"benign_fpr,tail_f1,protected_class_f1"
0.38814106583595276,0.01996641978621483,0.05642000063798436,-0.056749948006906026,0.0066225165562914245,29070,7638,7122,6,0.43112960819466606,0.0008417508417508417,False,"benign_fpr,tail_f1,protected_class_f1"
0.38814106583595276,0.07065660133957863,0.059078986221544616,-0.05296294059073292,0.0033112582781457123,16577,7554,7072,3,0.43112960819466606,0.00042402826855123676,False,"benign_fpr,tail_f1,protected_class_f1"
0.38814106583595276,0.13710597157478333,0.06743879390990337,-0.04378905545921241,0.0016556291390728006,10002,7433,7000,1,0.43112960819466606,0.00014283673760891302,False,"benign_fpr,tail_f1,protected_class_f1"
0.38814106583595276,0.3627885580062866,0.0659273530523048,-0.033508629798665535,0.0,6166,5872,5565,0,0.43112960819466606,0.0,False,"tail_f1,protected_class_f1"
0.38814106583595276,0.8990352153778076,0.02796914886376345,0.0,0.0,1233,1135,1135,0,0.43112960819466606,0.0,True,
0.7486280798912048,0.0,0.0748227950241005,-0.042334276114438296,0.0016556291390728006,42146,7460,6999,1,0.23720942947992182,0.00014285714285714287,False,"benign_fpr,tail_f1,protected_class_f1"
0.7486280798912048,0.0034525105729699135,0.07497950456085789,-0.04150792061011943,0.0016556291390728006,39290,7456,6998,1,0.23720942947992182,0.00014287755393627662,False,"benign_fpr,tail_f1,protected_class_f1"
0.7486280798912048,0.01996641978621483,0.07491835590679174,-0.0414072991521377,0.0016556291390728006,18449,7444,6991,1,0.23720942947992182,0.00014302059496567506,False,"benign_fpr,tail_f1,protected_class_f1"
0.7486280798912048,0.07065660133957863,0.07713362123195744,-0.03869282247320194,0.0,11066,7387,6951,0,0.23720942947992182,0.0,False,"tail_f1,protected_class_f1"
0.7486280798912048,0.13710597157478333,0.07705952118986215,-0.03533844561267685,0.0,8561,7308,6892,0,0.23720942947992182,0.0,False,"tail_f1,protected_class_f1"
0.7486280798912048,0.3627885580062866,0.06523398060293184,-0.033508629798665535,0.0,6066,5791,5485,0,0.23720942947992182,0.0,False,"tail_f1,protected_class_f1"
0.7486280798912048,0.8990352153778076,0.026973853539778103,0.0,0.0,1177,1088,1088,0,0.23720942947992182,0.0,True,
0.8736657202243805,0.0,0.07550755263037523,-0.03602720838586815,0.0016556291390728006,30468,7161,6774,1,0.1660087828343013,0.00014760147601476016,False,"benign_fpr,tail_f1,protected_class_f1"
0.8736657202243805,0.0034525105729699135,0.07549955377077511,-0.03602720838586815,0.0016556291390728006,28465,7158,6773,1,0.1660087828343013,0.00014762326542663124,False,"benign_fpr,tail_f1,protected_class_f1"
0.8736657202243805,0.01996641978621483,0.07543577202694085,-0.03602720838586815,0.0016556291390728006,13698,7152,6768,1,0.1660087828343013,0.00014773230905599054,False,"benign_fpr,tail_f1,protected_class_f1"
