split,arm,stage,class,rows,bank_correctable,helpful,harmful
cal_select,legacy,top1_no_gates,benign,22325,61,0,8390
cal_select,legacy,top1_no_gates,bot,563,0,0,0
cal_select,legacy,top1_no_gates,brute_force,11500,0,0,0
cal_select,legacy,top1_no_gates,ddos,25780,0,0,0
cal_select,legacy,top1_no_gates,dos,14475,4,1,0
cal_select,legacy,top1_no_gates,infiltration,6729,5957,5283,0
cal_select,legacy,top1_no_gates,web_attacks,100,3,2,0
cal_select,legacy,post_gt0_no_pre_gate,benign,22325,61,0,0
cal_select,legacy,post_gt0_no_pre_gate,bot,563,0,0,0
cal_select,legacy,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,legacy,post_gt0_no_pre_gate,ddos,25780,0,0,0
cal_select,legacy,post_gt0_no_pre_gate,dos,14475,4,0,0
cal_select,legacy,post_gt0_no_pre_gate,infiltration,6729,5957,0,0
cal_select,legacy,post_gt0_no_pre_gate,web_attacks,100,3,0,0
cal_select,legacy,original_final_policy,benign,22325,61,0,0
cal_select,legacy,original_final_policy,bot,563,0,0,0
cal_select,legacy,original_final_policy,brute_force,11500,0,0,0
cal_select,legacy,original_final_policy,ddos,25780,0,0,0
cal_select,legacy,original_final_policy,dos,14475,4,0,0
cal_select,legacy,original_final_policy,infiltration,6729,5957,0,0
cal_select,legacy,original_final_policy,web_attacks,100,3,0,0
cal_select,post_z,top1_no_gates,benign,22325,61,0,8390
cal_select,post_z,top1_no_gates,bot,563,0,0,0
cal_select,post_z,top1_no_gates,brute_force,11500,0,0,0
cal_select,post_z,top1_no_gates,ddos,25780,0,0,0
cal_select,post_z,top1_no_gates,dos,14475,4,1,0
cal_select,post_z,top1_no_gates,infiltration,6729,5957,5283,0
cal_select,post_z,top1_no_gates,web_attacks,100,3,2,0
cal_select,post_z,post_gt0_no_pre_gate,benign,22325,61,0,0
cal_select,post_z,post_gt0_no_pre_gate,bot,563,0,0,0
cal_select,post_z,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,post_z,post_gt0_no_pre_gate,ddos,25780,0,0,0
cal_select,post_z,post_gt0_no_pre_gate,dos,14475,4,0,0
cal_select,post_z,post_gt0_no_pre_gate,infiltration,6729,5957,0,0
cal_select,post_z,post_gt0_no_pre_gate,web_attacks,100,3,0,0
cal_select,post_z,original_final_policy,benign,22325,61,0,0
cal_select,post_z,original_final_policy,bot,563,0,0,0
cal_select,post_z,original_final_policy,brute_force,11500,0,0,0
cal_select,post_z,original_final_policy,ddos,25780,0,0,0
cal_select,post_z,original_final_policy,dos,14475,4,0,0
cal_select,post_z,original_final_policy,infiltration,6729,5957,0,0
cal_select,post_z,original_final_policy,web_attacks,100,3,0,0
cal_select,post_raw,top1_no_gates,benign,22325,61,0,8390
cal_select,post_raw,top1_no_gates,bot,563,0,0,0
cal_select,post_raw,top1_no_gates,brute_force,11500,0,0,0
cal_select,post_raw,top1_no_gates,ddos,25780,0,0,0
cal_select,post_raw,top1_no_gates,dos,14475,4,1,0
cal_select,post_raw,top1_no_gates,infiltration,6729,5957,5283,0
cal_select,post_raw,top1_no_gates,web_attacks,100,3,2,0
cal_select,post_raw,post_gt0_no_pre_gate,benign,22325,61,0,0
cal_select,post_raw,post_gt0_no_pre_gate,bot,563,0,0,0
cal_select,post_raw,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,post_raw,post_gt0_no_pre_gate,ddos,25780,0,0,0
cal_select,post_raw,post_gt0_no_pre_gate,dos,14475,4,0,0
cal_select,post_raw,post_gt0_no_pre_gate,infiltration,6729,5957,0,0
cal_select,post_raw,post_gt0_no_pre_gate,web_attacks,100,3,0,0
cal_select,post_raw,original_final_policy,benign,22325,61,0,0
cal_select,post_raw,original_final_policy,bot,563,0,0,0
cal_select,post_raw,original_final_policy,brute_force,11500,0,0,0
cal_select,post_raw,original_final_policy,ddos,25780,0,0,0
cal_select,post_raw,original_final_policy,dos,14475,4,0,0
cal_select,post_raw,original_final_policy,infiltration,6729,5957,0,0
cal_select,post_raw,original_final_policy,web_attacks,100,3,0,0
cal_select,decision_post_raw,top1_no_gates,benign,22325,61,0,8390
cal_select,decision_post_raw,top1_no_gates,bot,563,0,0,0
cal_select,decision_post_raw,top1_no_gates,brute_force,11500,0,0,0
cal_select,decision_post_raw,top1_no_gates,ddos,25780,0,0,0
cal_select,decision_post_raw,top1_no_gates,dos,14475,4,1,0
cal_select,decision_post_raw,top1_no_gates,infiltration,6729,5957,5283,0
cal_select,decision_post_raw,top1_no_gates,web_attacks,100,3,2,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,benign,22325,61,0,1590
cal_select,decision_post_raw,post_gt0_no_pre_gate,bot,563,0,0,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,ddos,25780,0,0,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,dos,14475,4,1,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,infiltration,6729,5957,2247,0
cal_select,decision_post_raw,post_gt0_no_pre_gate,web_attacks,100,3,2,0
cal_select,decision_post_raw,original_final_policy,benign,22325,61,0,0
cal_select,decision_post_raw,original_final_policy,bot,563,0,0,0
cal_select,decision_post_raw,original_final_policy,brute_force,11500,0,0,0
cal_select,decision_post_raw,original_final_policy,ddos,25780,0,0,0
cal_select,decision_post_raw,original_final_policy,dos,14475,4,0,0
cal_select,decision_post_raw,original_final_policy,infiltration,6729,5957,0,0
cal_select,decision_post_raw,original_final_policy,web_attacks,100,3,0,0
cal_select,decision_both_raw,top1_no_gates,benign,22325,61,13,2209
cal_select,decision_both_raw,top1_no_gates,bot,563,0,0,0
cal_select,decision_both_raw,top1_no_gates,brute_force,11500,0,0,0
cal_select,decision_both_raw,top1_no_gates,ddos,25780,0,0,33
cal_select,decision_both_raw,top1_no_gates,dos,14475,4,4,0
cal_select,decision_both_raw,top1_no_gates,infiltration,6729,5957,2773,0
cal_select,decision_both_raw,top1_no_gates,web_attacks,100,3,3,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,benign,22325,61,7,1205
cal_select,decision_both_raw,post_gt0_no_pre_gate,bot,563,0,0,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,ddos,25780,0,0,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,dos,14475,4,4,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,infiltration,6729,5957,2008,0
cal_select,decision_both_raw,post_gt0_no_pre_gate,web_attacks,100,3,3,0
cal_select,decision_both_raw,original_final_policy,benign,22325,61,0,0
cal_select,decision_both_raw,original_final_policy,bot,563,0,0,0
cal_select,decision_both_raw,original_final_policy,brute_force,11500,0,0,0
cal_select,decision_both_raw,original_final_policy,ddos,25780,0,0,0
cal_select,decision_both_raw,original_final_policy,dos,14475,4,0,0
cal_select,decision_both_raw,original_final_policy,infiltration,6729,5957,0,0
cal_select,decision_both_raw,original_final_policy,web_attacks,100,3,0,0
cal_select,dense_decision_raw,top1_no_gates,benign,22325,61,16,2424
cal_select,dense_decision_raw,top1_no_gates,bot,563,0,0,2
cal_select,dense_decision_raw,top1_no_gates,brute_force,11500,0,0,0
cal_select,dense_decision_raw,top1_no_gates,ddos,25780,0,0,58
cal_select,dense_decision_raw,top1_no_gates,dos,14475,4,4,0
cal_select,dense_decision_raw,top1_no_gates,infiltration,6729,5957,3007,3
cal_select,dense_decision_raw,top1_no_gates,web_attacks,100,3,2,0
cal_select,dense_decision_raw,post_gt0_no_pre_gate,benign,22325,61,15,2154
cal_select,dense_decision_raw,post_gt0_no_pre_gate,bot,563,0,0,2
cal_select,dense_decision_raw,post_gt0_no_pre_gate,brute_force,11500,0,0,0
cal_select,dense_decision_raw,post_gt0_no_pre_gate,ddos,25780,0,0,54
cal_select,dense_decision_raw,post_gt0_no_pre_gate,dos,14475,4,4,0
cal_select,dense_decision_raw,post_gt0_no_pre_gate,infiltration,6729,5957,2800,1
cal_select,dense_decision_raw,post_gt0_no_pre_gate,web_attacks,100,3,2,0
cal_select,dense_decision_raw,original_final_policy,benign,22325,61,0,0
cal_select,dense_decision_raw,original_final_policy,bot,563,0,0,0
cal_select,dense_decision_raw,original_final_policy,brute_force,11500,0,0,0
cal_select,dense_decision_raw,original_final_policy,ddos,25780,0,0,0
cal_select,dense_decision_raw,original_final_policy,dos,14475,4,0,0
cal_select,dense_decision_raw,original_final_policy,infiltration,6729,5957,0,0
cal_select,dense_decision_raw,original_final_policy,web_attacks,100,3,0,0
cal_confirm,legacy,top1_no_gates,benign,9353,12,0,3382
cal_confirm,legacy,top1_no_gates,bot,173,0,0,0
cal_confirm,legacy,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,legacy,top1_no_gates,ddos,9780,0,0,1
cal_confirm,legacy,top1_no_gates,dos,6165,2,0,0
cal_confirm,legacy,top1_no_gates,infiltration,2784,2513,2278,0
cal_confirm,legacy,top1_no_gates,web_attacks,41,3,3,0
cal_confirm,legacy,post_gt0_no_pre_gate,benign,9353,12,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,ddos,9780,0,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,dos,6165,2,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,infiltration,2784,2513,0,0
cal_confirm,legacy,post_gt0_no_pre_gate,web_attacks,41,3,0,0
cal_confirm,legacy,original_final_policy,benign,9353,12,0,0
cal_confirm,legacy,original_final_policy,bot,173,0,0,0
cal_confirm,legacy,original_final_policy,brute_force,4917,0,0,0
cal_confirm,legacy,original_final_policy,ddos,9780,0,0,0
cal_confirm,legacy,original_final_policy,dos,6165,2,0,0
cal_confirm,legacy,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,legacy,original_final_policy,web_attacks,41,3,0,0
cal_confirm,post_z,top1_no_gates,benign,9353,12,0,3382
cal_confirm,post_z,top1_no_gates,bot,173,0,0,0
cal_confirm,post_z,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,post_z,top1_no_gates,ddos,9780,0,0,1
cal_confirm,post_z,top1_no_gates,dos,6165,2,0,0
cal_confirm,post_z,top1_no_gates,infiltration,2784,2513,2278,0
cal_confirm,post_z,top1_no_gates,web_attacks,41,3,3,0
cal_confirm,post_z,post_gt0_no_pre_gate,benign,9353,12,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,ddos,9780,0,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,dos,6165,2,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,infiltration,2784,2513,0,0
cal_confirm,post_z,post_gt0_no_pre_gate,web_attacks,41,3,1,0
cal_confirm,post_z,original_final_policy,benign,9353,12,0,0
cal_confirm,post_z,original_final_policy,bot,173,0,0,0
cal_confirm,post_z,original_final_policy,brute_force,4917,0,0,0
cal_confirm,post_z,original_final_policy,ddos,9780,0,0,0
cal_confirm,post_z,original_final_policy,dos,6165,2,0,0
cal_confirm,post_z,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,post_z,original_final_policy,web_attacks,41,3,0,0
cal_confirm,post_raw,top1_no_gates,benign,9353,12,0,3382
cal_confirm,post_raw,top1_no_gates,bot,173,0,0,0
cal_confirm,post_raw,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,post_raw,top1_no_gates,ddos,9780,0,0,1
cal_confirm,post_raw,top1_no_gates,dos,6165,2,0,0
cal_confirm,post_raw,top1_no_gates,infiltration,2784,2513,2278,0
cal_confirm,post_raw,top1_no_gates,web_attacks,41,3,3,0
cal_confirm,post_raw,post_gt0_no_pre_gate,benign,9353,12,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,ddos,9780,0,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,dos,6165,2,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,infiltration,2784,2513,0,0
cal_confirm,post_raw,post_gt0_no_pre_gate,web_attacks,41,3,1,0
cal_confirm,post_raw,original_final_policy,benign,9353,12,0,0
cal_confirm,post_raw,original_final_policy,bot,173,0,0,0
cal_confirm,post_raw,original_final_policy,brute_force,4917,0,0,0
cal_confirm,post_raw,original_final_policy,ddos,9780,0,0,0
cal_confirm,post_raw,original_final_policy,dos,6165,2,0,0
cal_confirm,post_raw,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,post_raw,original_final_policy,web_attacks,41,3,0,0
cal_confirm,decision_post_raw,top1_no_gates,benign,9353,12,0,3382
cal_confirm,decision_post_raw,top1_no_gates,bot,173,0,0,0
cal_confirm,decision_post_raw,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,decision_post_raw,top1_no_gates,ddos,9780,0,0,1
cal_confirm,decision_post_raw,top1_no_gates,dos,6165,2,0,0
cal_confirm,decision_post_raw,top1_no_gates,infiltration,2784,2513,2278,0
