split,arm,stage,class,rows,bank_correctable,helpful,harmful
cal_confirm,decision_post_raw,top1_no_gates,web_attacks,41,3,3,0
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,benign,9353,12,0,563
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,ddos,9780,0,0,1
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,dos,6165,2,0,0
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,infiltration,2784,2513,837,0
cal_confirm,decision_post_raw,post_gt0_no_pre_gate,web_attacks,41,3,1,0
cal_confirm,decision_post_raw,original_final_policy,benign,9353,12,0,0
cal_confirm,decision_post_raw,original_final_policy,bot,173,0,0,0
cal_confirm,decision_post_raw,original_final_policy,brute_force,4917,0,0,0
cal_confirm,decision_post_raw,original_final_policy,ddos,9780,0,0,0
cal_confirm,decision_post_raw,original_final_policy,dos,6165,2,0,0
cal_confirm,decision_post_raw,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,decision_post_raw,original_final_policy,web_attacks,41,3,0,0
cal_confirm,decision_both_raw,top1_no_gates,benign,9353,12,3,792
cal_confirm,decision_both_raw,top1_no_gates,bot,173,0,0,0
cal_confirm,decision_both_raw,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,decision_both_raw,top1_no_gates,ddos,9780,0,0,32
cal_confirm,decision_both_raw,top1_no_gates,dos,6165,2,2,0
cal_confirm,decision_both_raw,top1_no_gates,infiltration,2784,2513,990,0
cal_confirm,decision_both_raw,top1_no_gates,web_attacks,41,3,3,0
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,benign,9353,12,3,414
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,ddos,9780,0,0,5
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,dos,6165,2,2,0
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,infiltration,2784,2513,663,0
cal_confirm,decision_both_raw,post_gt0_no_pre_gate,web_attacks,41,3,1,0
cal_confirm,decision_both_raw,original_final_policy,benign,9353,12,0,0
cal_confirm,decision_both_raw,original_final_policy,bot,173,0,0,0
cal_confirm,decision_both_raw,original_final_policy,brute_force,4917,0,0,0
cal_confirm,decision_both_raw,original_final_policy,ddos,9780,0,0,0
cal_confirm,decision_both_raw,original_final_policy,dos,6165,2,0,0
cal_confirm,decision_both_raw,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,decision_both_raw,original_final_policy,web_attacks,41,3,0,0
cal_confirm,dense_decision_raw,top1_no_gates,benign,9353,12,4,868
cal_confirm,dense_decision_raw,top1_no_gates,bot,173,0,0,0
cal_confirm,dense_decision_raw,top1_no_gates,brute_force,4917,0,0,0
cal_confirm,dense_decision_raw,top1_no_gates,ddos,9780,0,0,201
cal_confirm,dense_decision_raw,top1_no_gates,dos,6165,2,2,0
cal_confirm,dense_decision_raw,top1_no_gates,infiltration,2784,2513,1044,0
cal_confirm,dense_decision_raw,top1_no_gates,web_attacks,41,3,2,0
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,benign,9353,12,4,764
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,bot,173,0,0,0
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,brute_force,4917,0,0,0
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,ddos,9780,0,0,199
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,dos,6165,2,2,0
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,infiltration,2784,2513,945,0
cal_confirm,dense_decision_raw,post_gt0_no_pre_gate,web_attacks,41,3,1,0
cal_confirm,dense_decision_raw,original_final_policy,benign,9353,12,0,0
cal_confirm,dense_decision_raw,original_final_policy,bot,173,0,0,0
cal_confirm,dense_decision_raw,original_final_policy,brute_force,4917,0,0,0
cal_confirm,dense_decision_raw,original_final_policy,ddos,9780,0,0,0
cal_confirm,dense_decision_raw,original_final_policy,dos,6165,2,0,0
cal_confirm,dense_decision_raw,original_final_policy,infiltration,2784,2513,0,0
cal_confirm,dense_decision_raw,original_final_policy,web_attacks,41,3,0,0
full_test,legacy,top1_no_gates,benign,3502926,2907,6,1519529
full_test,legacy,top1_no_gates,bot,41542,5,5,51
full_test,legacy,top1_no_gates,brute_force,115040,0,0,0
full_test,legacy,top1_no_gates,ddos,264872,2214,2213,53
full_test,legacy,top1_no_gates,dos,60594,64,1,2
full_test,legacy,top1_no_gates,infiltration,37631,25423,20955,14
full_test,legacy,top1_no_gates,web_attacks,509,50,36,7
full_test,legacy,post_gt0_no_pre_gate,benign,3502926,2907,0,177
full_test,legacy,post_gt0_no_pre_gate,bot,41542,5,0,0
full_test,legacy,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,legacy,post_gt0_no_pre_gate,ddos,264872,2214,2192,10
full_test,legacy,post_gt0_no_pre_gate,dos,60594,64,1,0
full_test,legacy,post_gt0_no_pre_gate,infiltration,37631,25423,36,0
full_test,legacy,post_gt0_no_pre_gate,web_attacks,509,50,0,7
full_test,legacy,original_final_policy,benign,3502926,2907,0,0
full_test,legacy,original_final_policy,bot,41542,5,0,0
full_test,legacy,original_final_policy,brute_force,115040,0,0,0
full_test,legacy,original_final_policy,ddos,264872,2214,0,0
full_test,legacy,original_final_policy,dos,60594,64,0,0
full_test,legacy,original_final_policy,infiltration,37631,25423,0,0
full_test,legacy,original_final_policy,web_attacks,509,50,0,0
full_test,post_z,top1_no_gates,benign,3502926,2907,6,1519529
full_test,post_z,top1_no_gates,bot,41542,5,5,51
full_test,post_z,top1_no_gates,brute_force,115040,0,0,0
full_test,post_z,top1_no_gates,ddos,264872,2214,2213,53
full_test,post_z,top1_no_gates,dos,60594,64,1,2
full_test,post_z,top1_no_gates,infiltration,37631,25423,20955,14
full_test,post_z,top1_no_gates,web_attacks,509,50,36,7
full_test,post_z,post_gt0_no_pre_gate,benign,3502926,2907,0,143
full_test,post_z,post_gt0_no_pre_gate,bot,41542,5,0,0
full_test,post_z,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,post_z,post_gt0_no_pre_gate,ddos,264872,2214,2192,27
full_test,post_z,post_gt0_no_pre_gate,dos,60594,64,0,0
full_test,post_z,post_gt0_no_pre_gate,infiltration,37631,25423,22,0
full_test,post_z,post_gt0_no_pre_gate,web_attacks,509,50,0,7
full_test,post_z,original_final_policy,benign,3502926,2907,0,0
full_test,post_z,original_final_policy,bot,41542,5,0,0
full_test,post_z,original_final_policy,brute_force,115040,0,0,0
full_test,post_z,original_final_policy,ddos,264872,2214,0,0
full_test,post_z,original_final_policy,dos,60594,64,0,0
full_test,post_z,original_final_policy,infiltration,37631,25423,0,0
full_test,post_z,original_final_policy,web_attacks,509,50,0,0
full_test,post_raw,top1_no_gates,benign,3502926,2907,6,1519529
full_test,post_raw,top1_no_gates,bot,41542,5,5,51
full_test,post_raw,top1_no_gates,brute_force,115040,0,0,0
full_test,post_raw,top1_no_gates,ddos,264872,2214,2213,53
full_test,post_raw,top1_no_gates,dos,60594,64,1,2
full_test,post_raw,top1_no_gates,infiltration,37631,25423,20955,14
full_test,post_raw,top1_no_gates,web_attacks,509,50,36,7
full_test,post_raw,post_gt0_no_pre_gate,benign,3502926,2907,0,170
full_test,post_raw,post_gt0_no_pre_gate,bot,41542,5,0,0
full_test,post_raw,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,post_raw,post_gt0_no_pre_gate,ddos,264872,2214,2192,0
full_test,post_raw,post_gt0_no_pre_gate,dos,60594,64,0,0
full_test,post_raw,post_gt0_no_pre_gate,infiltration,37631,25423,46,0
full_test,post_raw,post_gt0_no_pre_gate,web_attacks,509,50,0,7
full_test,post_raw,original_final_policy,benign,3502926,2907,0,0
full_test,post_raw,original_final_policy,bot,41542,5,0,0
full_test,post_raw,original_final_policy,brute_force,115040,0,0,0
full_test,post_raw,original_final_policy,ddos,264872,2214,0,0
full_test,post_raw,original_final_policy,dos,60594,64,0,0
full_test,post_raw,original_final_policy,infiltration,37631,25423,0,0
full_test,post_raw,original_final_policy,web_attacks,509,50,0,0
full_test,decision_post_raw,top1_no_gates,benign,3502926,2907,6,1519529
full_test,decision_post_raw,top1_no_gates,bot,41542,5,5,51
full_test,decision_post_raw,top1_no_gates,brute_force,115040,0,0,0
full_test,decision_post_raw,top1_no_gates,ddos,264872,2214,2213,53
full_test,decision_post_raw,top1_no_gates,dos,60594,64,1,2
full_test,decision_post_raw,top1_no_gates,infiltration,37631,25423,20955,14
full_test,decision_post_raw,top1_no_gates,web_attacks,509,50,36,7
full_test,decision_post_raw,post_gt0_no_pre_gate,benign,3502926,2907,0,579967
full_test,decision_post_raw,post_gt0_no_pre_gate,bot,41542,5,4,18
full_test,decision_post_raw,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,decision_post_raw,post_gt0_no_pre_gate,ddos,264872,2214,2192,8
full_test,decision_post_raw,post_gt0_no_pre_gate,dos,60594,64,1,2
full_test,decision_post_raw,post_gt0_no_pre_gate,infiltration,37631,25423,12210,4
full_test,decision_post_raw,post_gt0_no_pre_gate,web_attacks,509,50,27,0
full_test,decision_post_raw,original_final_policy,benign,3502926,2907,0,0
full_test,decision_post_raw,original_final_policy,bot,41542,5,0,0
full_test,decision_post_raw,original_final_policy,brute_force,115040,0,0,0
full_test,decision_post_raw,original_final_policy,ddos,264872,2214,0,0
full_test,decision_post_raw,original_final_policy,dos,60594,64,0,0
full_test,decision_post_raw,original_final_policy,infiltration,37631,25423,0,0
full_test,decision_post_raw,original_final_policy,web_attacks,509,50,0,0
full_test,decision_both_raw,top1_no_gates,benign,3502926,2907,261,812780
full_test,decision_both_raw,top1_no_gates,bot,41542,5,1,47
full_test,decision_both_raw,top1_no_gates,brute_force,115040,0,0,0
full_test,decision_both_raw,top1_no_gates,ddos,264872,2214,2197,1260
full_test,decision_both_raw,top1_no_gates,dos,60594,64,16,194
full_test,decision_both_raw,top1_no_gates,infiltration,37631,25423,15773,20
full_test,decision_both_raw,top1_no_gates,web_attacks,509,50,45,1
full_test,decision_both_raw,post_gt0_no_pre_gate,benign,3502926,2907,169,631511
full_test,decision_both_raw,post_gt0_no_pre_gate,bot,41542,5,0,28
full_test,decision_both_raw,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,decision_both_raw,post_gt0_no_pre_gate,ddos,264872,2214,2192,687
full_test,decision_both_raw,post_gt0_no_pre_gate,dos,60594,64,16,10
full_test,decision_both_raw,post_gt0_no_pre_gate,infiltration,37631,25423,13395,4
full_test,decision_both_raw,post_gt0_no_pre_gate,web_attacks,509,50,36,0
full_test,decision_both_raw,original_final_policy,benign,3502926,2907,0,0
full_test,decision_both_raw,original_final_policy,bot,41542,5,0,0
full_test,decision_both_raw,original_final_policy,brute_force,115040,0,0,0
full_test,decision_both_raw,original_final_policy,ddos,264872,2214,0,0
full_test,decision_both_raw,original_final_policy,dos,60594,64,0,0
full_test,decision_both_raw,original_final_policy,infiltration,37631,25423,0,0
full_test,decision_both_raw,original_final_policy,web_attacks,509,50,0,0
full_test,dense_decision_raw,top1_no_gates,benign,3502926,2907,1795,883118
full_test,dense_decision_raw,top1_no_gates,bot,41542,5,0,53
full_test,dense_decision_raw,top1_no_gates,brute_force,115040,0,0,0
full_test,dense_decision_raw,top1_no_gates,ddos,264872,2214,2193,11228
full_test,dense_decision_raw,top1_no_gates,dos,60594,64,62,34
full_test,dense_decision_raw,top1_no_gates,infiltration,37631,25423,17118,19
full_test,dense_decision_raw,top1_no_gates,web_attacks,509,50,43,0
full_test,dense_decision_raw,post_gt0_no_pre_gate,benign,3502926,2907,1736,813849
full_test,dense_decision_raw,post_gt0_no_pre_gate,bot,41542,5,0,49
full_test,dense_decision_raw,post_gt0_no_pre_gate,brute_force,115040,0,0,0
full_test,dense_decision_raw,post_gt0_no_pre_gate,ddos,264872,2214,2192,11085
full_test,dense_decision_raw,post_gt0_no_pre_gate,dos,60594,64,62,6
full_test,dense_decision_raw,post_gt0_no_pre_gate,infiltration,37631,25423,16285,9
full_test,dense_decision_raw,post_gt0_no_pre_gate,web_attacks,509,50,40,0
full_test,dense_decision_raw,original_final_policy,benign,3502926,2907,0,0
full_test,dense_decision_raw,original_final_policy,bot,41542,5,0,0
full_test,dense_decision_raw,original_final_policy,brute_force,115040,0,0,0
full_test,dense_decision_raw,original_final_policy,ddos,264872,2214,0,0
full_test,dense_decision_raw,original_final_policy,dos,60594,64,0,0
full_test,dense_decision_raw,original_final_policy,infiltration,37631,25423,0,0
full_test,dense_decision_raw,original_final_policy,web_attacks,509,50,0,0
