class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,191988,191988,0,3500709,3500709
bot,2,2,0,41354,41354
brute_force,0,0,0,37676,37676
ddos,3,3,0,208902,208902
dos,7,7,0,38856,38856
infiltration,129,129,0,1172,1172
web_attacks,2081,2081,0,235,235
