K,beta,tune_expert_balanced_nll
2,0.0,1.105903
2,0.5,1.985636
2,1.0,4.363129
4,0.0,0.899605
4,0.5,1.97883
4,1.0,4.711137
8,0.0,0.746209
8,0.5,1.882056
8,1.0,4.777036
