expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,17620,12761,17620,0,0,0,0,0,17494,126
2,1982380,12761,186000,97093,20592,40244,12403,14496,1046,126
