expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9716,148,5589,0.7221,0.727
2,202121,normgain,0.9499,2882,7244,0.7811,0.8709
