expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.0011365036765209294,0.017305396497249603,0.9991328094056826,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,0.00023734213324935074,0.03410273417830467,0.9976319026078255,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.6735358957155181,0.6512733697891235,0.9996870844089807,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14"
3,Spec_Group1_volume,0.17160292661107385,0.14761678874492645,0.9133013803201141,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
4,Spec_Group2_timing,0.0012140962970062941,0.0030351446475833654,0.803063484713862,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
5,Spec_Group3_packet,0.0014194885277028476,0.003725069807842374,0.8367486110181405,"0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14"
6,Spec_Group4_tcp,0.14377912575938073,0.12301769107580185,0.7637521013486174,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
7,Rand_1_volume,0.0009721898919636867,0.0015097461873665452,0.9648150470219435,"1, 2, 3, 4, 5, 6, 8, 9, 10"
8,Rand_2_packet,0.005609490033912539,0.007134750951081514,0.8488859667074514,"0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14"
9,Rand_3_volume,0.0004929413536717284,0.011279276572167873,0.9299702947402124,"0, 1, 5, 6, 9, 10, 11, 12, 13, 14"
