class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.996551724137931,0.706601466992665,0.82689556509299,0.9072398190045249,0.980440097799511,0.9424206815511164,0.11552511645812635
1,ddos,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,dos-goldeneye,0.9313490158425348,0.9938524590163934,0.9615861214374225,0.9215779467680608,0.9933401639344263,0.9561143984220908,-0.00547172301533172
3,dos-hulk,0.9997405293201869,0.9963152110672959,0.9980249311963737,0.9989200630683168,0.9965953412200745,0.9977563480249391,-0.00026858317143463317
4,dos-slowhttptest,0.9930434782608696,0.6709753231492362,0.8008415147265077,0.926948051948052,0.6709753231492362,0.7784594410361282,-0.022382073690379478
5,dos-slowloris,0.8223514211886305,0.9992150706436421,0.9021970233876683,0.922463768115942,0.9992150706436421,0.9593067068575735,0.05710968346990519
6,ftp-patator,1.0,0.9993880048959608,0.9996939087848179,0.999388379204893,1.0,0.9996940960538391,1.8726902117904842e-07
7,heartbleed,1.0,0.8,0.8888888888888888,1.0,0.8,0.8888888888888888,0.0
8,infiltration,1.0,1.0,1.0,0.6666666666666666,1.0,0.8,-0.19999999999999996
9,normal,0.9986496769669209,0.999925301222819,0.9992870820005002,0.9963506911344138,0.9993351808830889,0.9978407044002641,-0.0014463776002361373
10,portscan,0.9999358501459409,0.9996793330126663,0.9998075751258779,0.9999357491647392,0.9981080647747315,0.9990210710445654,-0.0007865040813125335
11,ssh-patator,0.9991071428571429,1.0,0.9995533720410897,0.9911268855368234,0.998212689901698,0.9946571682991986,-0.0048962037418911475
12,web-attack-�-brute-force,0.8486842105263158,0.8486842105263158,0.8486842105263158,0.9310344827586207,0.17763157894736842,0.2983425414364641,-0.5503416690898517
13,web-attack-�-sql-injection,1.0,0.1111111111111111,0.2,0.0,0.0,0.0,-0.2
14,web-attack-�-xss,0.27419354838709675,0.2537313432835821,0.26356589147286824,0.5,0.014925373134328358,0.028985507246376812,-0.23458038422649144
