expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8484,23618,7016,0.7098,0.4218
2,202121,normgain,0.8475,24671,6147,0.7378,0.2196
3,202121,normgain,0.9376,1567,11037,0.7679,0.6666
