round,expert,coverage,regime_tune_rows,marginal,action
0,1,0.5469,9,,dropped(min-support)
0,3,0.5238,13,,dropped(min-support)
0,4,0.0376,0,,dropped(min-support)
0,7,0.0311,16,,dropped(min-support)
0,8,0.4314,37,,dropped(min-support)
0,2,0.5184,85,94.1652,kept(prune off)
0,5,0.683,82845,0.0059,kept(prune off)
0,6,0.3456,2292,7.3844,kept(prune off)
