class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3496194,0,0,6732,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,244124,0,0,20748,0
dos,60594,38852,0,0,21742,0
infiltration,37631,11857,0,0,25774,0
web_attacks,509,461,0,0,48,0
