class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,46975,46975,0,3496194,3496194
bot,30,30,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,247,247,0,244124,244124
dos,52,52,0,38852,38852
infiltration,3934,3934,0,11857,11857
web_attacks,2841,2841,0,461,461
