expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,7.77844169527601e-05,0.013026479631662369,0.9991224143617773,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,2.12139318962073e-05,0.17523060739040375,0.997367243085332,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.12746214197070355,0.27055466175079346,0.9878153938439621,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14"
3,ConfMat_Focus,0.8028412526119654,0.4207826554775238,0.9989443271474608,"2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14"
4,Spec_Group1_volume,0.0069935262151163404,0.03202508017420769,0.9216105815989107,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
5,Spec_Group2_timing,0.0031608758525348882,0.023367535322904587,0.801748274418961,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
6,Spec_Group3_packet,0.00024572804446440125,0.004569874610751867,0.856946680556871,"0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14"
7,Spec_Group4_tcp,0.05628232914829599,0.04682137444615364,0.700795152458253,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
8,Rand_1_volume,2.298175955422458e-05,0.0047824932262301445,0.9602555842559153,"1, 2, 3, 4, 5, 6, 8, 9, 10"
9,Rand_2_packet,0.002819685114537554,0.004732011817395687,0.8695091086776756,"0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14"
10,Rand_3_volume,7.248093397870828e-05,0.004107204731553793,0.9446322362564348,"0, 1, 5, 6, 9, 10, 11, 12, 13, 14"
