class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.5161290322580645,0.08205128205128205,0.1415929203539823,0.14953271028037382,0.08205128205128205,0.10596026490066225,-0.03563265545332005
1,ddos,0.9998437927129301,1.0,0.9999218902558095,0.9898693063181502,0.999882826231301,0.9948508695229767,-0.005071020732832721
2,dos-goldeneye,0.9917914051183003,0.9975716367168529,0.9946731234866828,0.9753203607024205,0.9980573093734822,0.986557849255881,-0.008115274230801828
3,dos-hulk,0.9983479338304023,0.9995212082961544,0.9989342265529841,0.9952687892006858,0.9980413066660863,0.9966531197704996,-0.002281106782484499
4,dos-slowhttptest,0.9692307692307692,0.8032786885245902,0.8784860557768924,0.9574700109051254,0.7996357012750456,0.8714640198511167,-0.007022035925775771
5,dos-slowloris,0.9887640449438202,0.9879101899827288,0.9883369330453564,0.8808608762490392,0.9896373056994818,0.9320862139080928,-0.05625071913726365
6,ftp-patator,0.9993252361673415,0.9926273458445041,0.995965030262273,0.9986513823331086,0.9926273458445041,0.9956302521008403,-0.0003347781614326806
7,heartbleed,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337
8,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.5,0.5714285714285714,0.5333333333333333,-0.30000000000000004
9,normal,0.9985825795733235,0.9997117952734424,0.9991468683692653,0.9985223624609701,0.9990539844853455,0.9987881027319375,-0.00035876563732772926
10,portscan,0.9998738409133918,0.9983309715005511,0.9991018105608169,0.9999683243585683,0.9941426547000473,0.9970469798657718,-0.0020548306950450845
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,0.9966101694915255,0.99830220713073,0.9974554707379135,-0.0016949115900388723
12,web-attack-�-brute-force,0.68561872909699,0.6788079470198676,0.6821963394342762,0.7647058823529411,0.17218543046357615,0.2810810810810811,-0.40111525835319506
13,web-attack-�-sql-injection,0.5,0.25,0.3333333333333333,0.01098901098901099,0.25,0.021052631578947368,-0.31228070175438594
14,web-attack-�-xss,0.2631578947368421,0.26717557251908397,0.26515151515151514,0.8333333333333334,0.03816793893129771,0.072992700729927,-0.19215881442158814
