expert,score,ood_role,threshold,id_retain_at_tau,ood_detect_at_tau
flood,maxsim,unseen,8.055599212646484,0.95,0.9921
flood,maxsim,aux,8.055599212646484,0.95,0.9906
flood,maxsim,non_owned_known_attack,8.055599212646484,0.95,0.7396
flood,maxsim,benign,8.055599212646484,0.95,1.0
flood,energy_head,unseen,16.822629928588867,0.95,1.0
flood,energy_head,aux,16.822629928588867,0.95,0.9926
flood,energy_head,non_owned_known_attack,16.822629928588867,0.95,0.7397
flood,energy_head,benign,16.822629928588867,0.95,1.0
brute_force,maxsim,unseen,1.1271315813064575,0.9849,0.0
brute_force,maxsim,aux,1.1271315813064575,0.9849,0.0
brute_force,maxsim,non_owned_known_attack,1.1271315813064575,0.9849,0.0
brute_force,maxsim,benign,1.1271315813064575,0.9849,0.0
brute_force,energy_head,unseen,7.157500743865967,0.9849,0.0
brute_force,energy_head,aux,7.157500743865967,0.9849,0.0
brute_force,energy_head,non_owned_known_attack,7.157500743865967,0.9849,0.0
brute_force,energy_head,benign,7.157500743865967,0.9849,0.0
tail,maxsim,unseen,9.742977142333984,0.95,0.7485
tail,maxsim,aux,9.742977142333984,0.95,0.8252
tail,maxsim,non_owned_known_attack,9.742977142333984,0.95,0.4134
tail,maxsim,benign,9.742977142333984,0.95,0.2447
tail,energy_head,unseen,17.58685302734375,0.95,0.7289
tail,energy_head,aux,17.58685302734375,0.95,0.7136
tail,energy_head,non_owned_known_attack,17.58685302734375,0.95,0.4453
tail,energy_head,benign,17.58685302734375,0.95,0.2428
benign,maxsim,unseen,8.451743125915527,0.95,0.1061
benign,maxsim,aux,8.451743125915527,0.95,0.3267
benign,maxsim,known_attack,8.451743125915527,0.95,0.0353
benign,energy_head,unseen,14.47669506072998,0.95,0.0943
benign,energy_head,aux,14.47669506072998,0.95,0.3412
benign,energy_head,known_attack,14.47669506072998,0.95,0.0373
