cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15948,0.6083129945863797,39.166868370293194,0,0,0,0,0,15948,0
1,145,0.005892388241322675,5465.3540918612,0,0,0,0,0,0,145
2,1931575,0.07585007423301542,0.03547219199962612,1740866,20640,18776,131673,19620,0,0
3,2869,0.01983435812705177,6.24498204959396,110,0,0,0,0,2759,0
