K,beta,tune_expert_balanced_nll
2,0.0,1.15662
2,0.5,2.426642
2,1.0,5.384772
4,0.0,0.93398
4,0.5,2.263027
4,1.0,5.515951
8,0.0,0.858816
8,0.5,2.487997
8,1.0,6.107027
