a,b,agreement
global,e1,0.6181
global,e2,0.6674
global,e3,0.7822
global,e4,0.6697
e1,e2,0.9495
e1,e3,0.5944
e1,e4,0.9481
e2,e3,0.6439
e2,e4,0.9967
e3,e4,0.6458
