class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3500531,0,0,2395,0
bot,41542,41417,0,0,125,0
brute_force,115040,37676,0,0,77364,0
ddos,264872,244992,0,0,19880,0
dos,60594,59963,0,0,631,0
infiltration,37631,9785,0,0,27846,0
web_attacks,509,224,0,0,285,0
