class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,48703,48703,0,3500531,3500531
bot,30,30,0,41417,41417
brute_force,0,0,0,37676,37676
ddos,6,6,0,244992,244992
dos,77366,77366,0,59963,59963
infiltration,270,270,0,9785,9785
web_attacks,2151,2151,0,224,224
