expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15948,12761,15948,0,0,0,0,0,15948,0
2,145,12761,145,0,0,0,0,0,0,145
3,1931575,12761,186000,78566,20640,12398,62343,12053,0,0
4,2869,12761,2869,110,0,0,0,0,2759,0
