class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7770830664788011,0.97067,0.8631553674325959,,0.97067,0.7510866666666667,0.0,0.0,0.74674,0.97067
brute_force,brute_force,False,True,100000,0.999940003599784,1.0,0.999970000899973,1.0,0.99966,0.9998299710950862,-0.00014002980488680983,0.99966,1.0,0.0,0.99966,0.0,0.0
ddos,flood,False,True,100000,1.0,0.99302,0.9964977772425766,1.0,0.85455,0.9215712706586503,-0.0749265065839263,0.85455,0.99713,0.85455,0.0,0.0,0.00861
bot,tail,True,False,41542,1.0,0.9971113571806846,0.9985535895087025,1.0,0.9940060661499206,0.9969940242651053,-0.0015595652435972385,0.9940060661499206,0.998884662911431,0.0,0.0,0.9940060661499206,0.0033460112657069953
infiltration,tail,True,False,37631,0.9963445221196435,0.9922935877335176,0.994314928969897,0.9999725070794271,0.9665435412293056,0.9829738933030647,-0.011341035666832311,0.969519810794292,0.7626247863020735,0.0,0.0,0.969519810794292,0.7121256410937791
web_attacks,tail,True,False,509,0.330393487109905,0.9567779960707269,0.49117498739283916,0.7442922374429224,0.6404715127701375,0.6884899683210137,0.19731498092817457,0.6424361493123772,0.9692206941715783,0.0,0.0,0.6424361493123772,0.09233791748526522
macro_avg,,,,279682,0.8653356025658665,0.9878405881969858,0.8961022568027976,0.9488529489044698,0.8910462240298728,0.9179718255285841,0.02186956872578638,,,,,,
tail_macro_avg,,,,79682,0.7755793364098494,0.9820609803283097,0.8280145019571462,0.9147549148407831,0.8670070400497879,0.8894859619630613,0.061471460005915,,,,,,
weighted_avg,,,,279682,0.9982680735864362,0.995959697084546,0.9968312733399884,0.9995309321399458,0.9418267889960741,0.9685928372371396,-0.028238436102848784,,,,,,
