expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9579,1258,7255,0.8277,0.6265
2,202121,normgain,0.898,780,19843,0.7808,0.5507
3,202121,normgain,0.914,8475,8903,0.7992,0.3727
4,202121,normgain,0.9683,71,6340,0.7374,0.3652
5,202121,normgain,0.971,343,5517,0.5408,0.3475
