class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498405,0,0,4521,0
bot,41542,41417,0,0,125,0
brute_force,115040,115020,0,0,20,0
ddos,264872,256887,0,0,7985,0
dos,60594,38871,0,0,21723,0
infiltration,37631,10129,0,0,27502,0
web_attacks,509,443,0,0,66,0
