round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7254,0,,dropped(min-support)
0,3,0.7189,12,,dropped(min-support)
0,4,0.7185,0,,dropped(min-support)
0,1,0.4919,2280,8.8747,kept(prune off)
0,5,0.8056,81750,0.0023,kept(prune off)
0,6,0.7246,281,0.0708,kept(prune off)
0,7,0.6481,112,18.9395,kept(prune off)
0,8,0.6068,862,0.1004,kept(prune off)
