a,b,gain_pearson_r
e1,e2,-0.2564
e1,e3,0.971
e1,e4,0.9695
e1,e5,0.9222
e2,e3,-0.3291
e2,e4,-0.1434
e2,e5,-0.187
e3,e4,0.9645
e3,e5,0.8963
e4,e5,0.9229
