K,beta,tune_expert_balanced_nll
2,0.0,1.256691
2,0.5,2.791364
2,1.0,6.714735
4,0.0,1.033326
4,0.5,2.854488
4,1.0,7.318402
8,0.0,0.995424
8,0.5,3.049498
8,1.0,7.729639
