a,b,agreement
global,e1,0.8099
global,e2,0.9946
global,e3,0.861
global,e4,0.8601
global,e5,0.8609
e1,e2,0.8057
e1,e3,0.9473
e1,e4,0.9459
e1,e5,0.9481
e2,e3,0.8573
e2,e4,0.8577
e2,e5,0.857
e3,e4,0.992
e3,e5,0.9928
e4,e5,0.9932
