class,prior_train_context,prior_eval_true,tabpfn_v3_p_test_avg,tabpfn_v3_distpfn_factor,tabpfn_v3_distpfn_t_prior,tabpfn_v3_distpfn_t_factor
benign,0.75,0.8707001591304646,0.8125295981256837,1.0833727830559412,0.30462144176621564,0.4061619169394619
bot,0.04848,0.010325832178755065,0.010198458398884192,0.2103641975091216,0.1128621972487158,2.328015139615602
brute_force,0.04848,0.028594765149583135,0.023427751012246274,0.4832455895171282,0.11472513290275162,2.366442022242809
ddos,0.04848,0.06583755767298664,0.06166002929504464,1.2718650283909725,0.12028361292820186,2.481097114629346
dos,0.04848,0.015061467311142563,0.019265107103654616,0.397382490301768,0.11413566175475076,2.354282966417514
infiltration,0.04847,0.009353699646592167,0.06919088189520706,1.4274988161794697,0.12140984723958209,2.504844691378898
web_attacks,0.00761,0.0001265189104758155,0.003728184359660865,0.4899053167684228,0.11196210615978235,14.712478191195853
