cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,21299,0.15515883457671212,16.49639139362027,0,0,0,0,21299,0,0
1,41688,0.07586513935602325,4.121002296620103,13,0,39579,0,300,1796,0
