expert,class,rows,mean_gain,frac_positive
1,benign,100000,-0.07249765664425822,0.05805
1,bot,31156,0.4547179581075168,1.0
1,brute_force,86279,-0.1695360005611772,0.0017617264919621229
1,ddos,100000,0.05001060102032154,0.99072
1,dos,45446,29.959184154721857,0.9996259296747788
1,infiltration,28224,19.9630334762698,0.9480229591836735
1,web_attacks,381,1023.8079764816749,1.0
2,benign,100000,-0.07238120475351005,0.07196
2,bot,31156,0.45462784631007486,1.0
2,brute_force,86279,1.9739360229057914,1.0
2,ddos,100000,0.0529859337484837,0.99894
2,dos,45446,29.609989409528662,0.9999559917264446
2,infiltration,28224,20.05047528120918,0.9620890022675737
2,web_attacks,381,965.8829063731671,1.0
