run,score,coverage,rows,balanced_error,classes_present,error_rate,macro_f1
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,1.0,4023114,0.319333,7,0.037867,0.693742
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.99,3982883,0.290006,7,0.032916,0.727182
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.97,3902421,0.362399,7,0.030249,0.628515
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.95,3821958,0.343237,7,0.024472,0.594756
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.9,3620803,0.328298,7,0.021239,0.597763
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.8,3218491,0.303746,7,0.0162,0.605551
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.7,2816180,0.29602,7,0.006056,0.612525
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.5,2011557,0.396346,7,0.002363,0.61123
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,0.3,1206934,0.244418,6,0.000461,0.670123
20260827_011706_nfv3_cic2018_exp23b_greedy,system_maxprob,AURC_balanced,4023114,0.228319,7,,
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,1.0,4023114,0.344908,7,0.040431,0.669191
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.99,3982883,0.329401,7,0.035505,0.698373
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.97,3902421,0.407921,7,0.032892,0.597214
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.95,3821958,0.38355,7,0.026304,0.570496
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.9,3620803,0.33465,7,0.021381,0.594913
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.8,3218491,0.306077,7,0.016877,0.604249
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.7,2816180,0.298151,7,0.006124,0.611352
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.5,2011557,0.397169,7,0.002393,0.610791
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,0.3,1206934,0.245082,6,0.000467,0.669671
20260827_011706_nfv3_cic2018_exp23b_greedy,global_maxprob,AURC_balanced,4023114,0.232619,7,,
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,1.0,4023114,0.319333,7,0.037867,0.693742
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.99,3982883,0.271221,7,0.037518,0.689885
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.97,3902421,0.312308,7,0.031221,0.732643
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.95,3821958,0.260808,7,0.027027,0.651247
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.9,3620803,0.29977,7,0.014518,0.594851
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.8,3218491,0.167015,6,0.001895,0.598715
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.7,2816180,0.167025,6,0.001952,0.598711
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.5,2011557,0.167022,6,0.001937,0.598712
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,0.3,1206934,0.167002,6,0.001815,0.599561
20260827_011706_nfv3_cic2018_exp23b_greedy,system_glower,AURC_balanced,4023114,0.135382,7,,
