expert,class_id,threshold,score_scale,local_prior
DoS_DDoS,2,0.9968300461769104,0.012281294912099838,0.3371444344520569
DoS_DDoS,3,0.9968300461769104,0.012281294912099838,0.027106383815407753
DoS_DDoS,4,0.9968300461769104,0.012281294912099838,0.6060050129890442
DoS_DDoS,5,0.9968300461769104,0.012281294912099838,0.014479268342256546
DoS_DDoS,6,0.9968300461769104,0.012281294912099838,0.015264897607266903
Scan_Brute,7,0.998753547668457,0.013722771778702736,0.04594873636960983
Scan_Brute,10,0.998753547668457,0.013722771778702736,0.9199201464653015
Scan_Brute,11,0.998753547668457,0.013722771778702736,0.03413114324212074
WebBot_Rare,1,0.9888701438903809,0.07011675089597702,0.46860095858573914
WebBot_Rare,8,0.9888701438903809,0.07011675089597702,0.0027821939438581467
WebBot_Rare,9,0.9888701438903809,0.07011675089597702,0.008744037710130215
WebBot_Rare,12,0.9888701438903809,0.07011675089597702,0.3593004643917084
WebBot_Rare,13,0.9888701438903809,0.07011675089597702,0.005166931543499231
WebBot_Rare,14,0.9888701438903809,0.07011675089597702,0.15540540218353271
