cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15372,0.2934445760034021,41.41296695333099,0,0,0,0,0,15372,0
1,20526,0.15649858441211087,15.823119183453297,0,0,0,0,20526,0,0
2,5950,0.06247812216951096,22.906518810791376,1266,0,0,0,4480,81,123
3,1915002,0.030862743740605603,0.03344654878202929,1740095,0,39579,131674,400,3254,0
4,20695,0.014696067010066911,1.4931521917346708,44,20651,0,0,0,0,0
5,129,0.0028056059453885557,2671.2404354789355,0,0,0,0,0,0,129
