class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3490976,0,173,11777,0
bot,41542,41415,2,0,125,0
brute_force,115040,77344,0,0,37696,36744
ddos,264872,233026,2,0,31844,0
dos,60594,22107,12821,0,25666,3159
infiltration,37631,12111,2,0,25518,68
web_attacks,509,233,49,0,227,1
