expert,stage,active_owned_classes,configured_owned_classes,ood_role,id_support,ood_support,threshold,auroc,aupr_id,fpr95,id_retain_at_tau,ood_detect_at_tau
flood,energy_finetuned,ddos,"ddos,dos",non_owned_known_attack,100000,179682,-5.913034915924072,0.9961330666956068,0.9964734605047596,0.0,0.86846,1.0
flood,energy_finetuned,ddos,"ddos,dos",unseen,100000,60594,-5.913034915924072,0.9974710641317623,0.9987382356272902,0.0,0.86846,1.0
flood,energy_finetuned,ddos,"ddos,dos",target_non_owned_validation,100000,129677,-5.913034915924072,0.9957234087000779,0.9968694903127145,0.0,0.86846,1.0
flood,energy_finetuned,ddos,"ddos,dos",benign_diagnostic,100000,100000,-5.913034915924072,0.9947763386000001,0.9967821679226148,0.0,0.86846,1.0
flood,energy_finetuned,ddos,"ddos,dos",pooled_attack_out,100000,240276,-5.913034915924072,0.9964704895620036,0.9961022207532415,0.0,0.86846,1.0
flood,energy_finetuned,ddos,"ddos,dos",unseen::dos,100000,60594,-5.913034915924072,0.9974710641317623,0.9987382356272902,0.0,0.86846,1.0
brute_force,energy_finetuned,brute_force,brute_force,non_owned_known_attack,100000,179682,-4.660282135009766,0.9999999989982302,0.9999999982000181,0.0,0.99954,1.0
brute_force,energy_finetuned,brute_force,brute_force,unseen,100000,60594,-4.660282135009766,0.8827210879790078,0.8826846386898314,0.3483843284813678,0.99954,0.6516156715186322
brute_force,energy_finetuned,brute_force,brute_force,target_non_owned_validation,100000,129677,-4.660282135009766,1.0,1.0,0.0,0.99954,1.0
brute_force,energy_finetuned,brute_force,brute_force,benign_diagnostic,100000,100000,-4.660282135009766,0.9999999994000001,0.999999999399994,0.0,0.99954,1.0
brute_force,energy_finetuned,brute_force,brute_force,pooled_attack_out,100000,240276,-4.660282135009766,0.9704240183164361,0.8826846375298225,0.08785729744127586,0.99954,0.9121427025587241
brute_force,energy_finetuned,brute_force,brute_force,unseen::dos,100000,60594,-4.660282135009766,0.8827210879790078,0.8826846386898314,0.3483843284813678,0.99954,0.6516156715186322
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",non_owned_known_attack,79682,200000,-4.925053596496582,0.999029851095605,0.9983726519469622,0.003465,0.9745739313772245,0.996535
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",unseen,79682,60594,-4.925053596496582,0.9611404358838912,0.9743878961918291,0.23180512922071492,0.9745739313772245,0.768194870779285
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",target_non_owned_validation,79682,100000,-4.925053596496582,0.9995096812329007,0.9996379305856842,0.00038,0.9745739313772245,0.99962
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",benign_diagnostic,79682,100000,-4.925053596496582,0.7856506441856379,0.8223616353678793,0.77507,0.9745739313772245,0.22493
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",pooled_attack_out,79682,260594,-4.925053596496582,0.9902197049474257,0.9733584210662366,0.056559245416241355,0.9745739313772245,0.9434407545837586
tail,energy_finetuned,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",unseen::dos,79682,60594,-4.925053596496582,0.9611404358838912,0.9743878961918291,0.23180512922071492,0.9745739313772245,0.768194870779285
