true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
bot,target known,tail,41542,0.005295845168744885,0.9947041548312551,0.0,0.0,0.9947041548312551
brute_force,target known,brute_force,100000,0.00046,0.99954,0.0,0.0,0.99954
ddos,target known,flood,100000,0.12461,0.86846,0.00693,0.0,0.87539
infiltration,target known,tail,37631,0.03449283835135925,0.9655071616486407,0.0,0.0,0.9655071616486407
web_attacks,target known,tail,509,0.9980353634577603,0.0019646365422396855,0.0,0.0,0.0019646365422396855
unseen::dos,target unseen,,60594,0.4198105422979173,,0.5801894577020827,0.0,0.5801894577020827
benign_diagnostic,benign diagnostic,,100000,0.22493,,0.77507,0.0,0.77507
