class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7801999885907079,0.95736,0.8597484587372646,,0.95736,0.7451733333333334,0.0,0.0,0.76448,0.95736
brute_force,brute_force,False,True,100000,0.999940003599784,1.0,0.999970000899973,1.0,0.99954,0.9997699470878302,-0.0002000538121428308,0.99954,0.9999333333333333,0.0,0.99954,0.0,0.0002
ddos,flood,False,True,100000,1.0,0.99302,0.9964977772425766,1.0,0.86846,0.9295997773567537,-0.0668979998858229,0.86846,0.9934633333333333,0.86846,0.0,0.00693,0.01268
bot,tail,True,False,41542,1.0,0.9971113571806846,0.9985535895087025,1.0,0.9947041548312551,0.9973450473064298,-0.0012085422022727332,0.9947041548312551,0.9989167589427567,0.0,0.0,0.9947041548312551,0.0032497231717298156
infiltration,tail,True,False,37631,0.9963445221196435,0.9922935877335176,0.994314928969897,0.9812569206254895,0.9655071616486407,0.9733183315920598,-0.02099659737783721,0.9655071616486407,0.7748133188063034,0.0,0.0,0.9655071616486407,0.67556004358109
web_attacks,tail,True,False,509,0.330393487109905,0.9567779960707269,0.49117498739283916,0.0,0.0,0.0,-0.49117498739283916,0.0019646365422396855,0.9174852652259332,0.0,0.0,0.0019646365422396855,0.2475442043222004
macro_avg,,,,279682,0.8653356025658665,0.9878405881969858,0.8961022568027976,0.796251384125098,0.7656422632959792,0.7800066206686147,-0.11609563613418297,,,,,,
tail_macro_avg,,,,79682,0.7755793364098494,0.9820609803283097,0.8280145019571462,0.6604189735418299,0.6534037721599653,0.6568877929661632,-0.17112670899098303,,,,,,
weighted_avg,,,,279682,0.9982680735864362,0.995959697084546,0.9968312733399884,0.9956582088945938,0.9455560243419312,0.96894195027139,-0.02788932306859839,,,,,,
