class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7991500801496126,0.95719,0.8710596243447875,,0.95719,0.5727,0.0,0.8546,0.95719
brute_force,brute_force,False,True,100000,0.999940003599784,1.0,0.999970000899973,1.0,0.99893,0.9994647136217876,-0.0005052872781854401,0.99893,1.0,0.99893,0.0,0.0
bot,tail,True,False,41542,0.9999758564909824,0.9970150690867075,0.9984932679210713,1.0,0.9950652351836695,0.9975265145573667,-0.0009667533637045533,0.997953878002985,0.9976529777093062,0.0,0.997953878002985,0.0046940445813875116
infiltration,tail,True,False,37631,0.9961608190252746,0.9929047859477559,0.9945301374785398,0.9966631399039635,0.9762695649863145,0.9863609515115717,-0.00816918596696814,0.9762695649863145,0.6841168185804257,0.0,0.9762695649863145,0.6317663628391486
web_attacks,tail,True,False,509,0.6448598130841121,0.9489194499017681,0.7678855325914149,0.0,0.0,0.0,-0.7678855325914149,0.005893909626719057,0.9135559921414538,0.0,0.005893909626719057,0.17288801571709234
macro_avg,,,,179682,0.9102341230500384,0.9847098262340579,0.9402197347227497,0.7491657849759908,0.742566200042496,0.7458380449226815,-0.19438168980006826,,,,,
tail_macro_avg,,,,79682,0.8803321628667898,0.9796131016454105,0.920302979330342,0.6655543799679878,0.6571116000566614,0.6612958220229794,-0.2590071573073625,,,,,
weighted_avg,,,,179682,0.9981509489872481,0.9976792333121849,0.9978318627659888,0.9964683753393554,0.9904609254126735,0.9934410057560179,-0.004390857009970764,,,,,
