expert,epoch,loss,ce_loss,energy_margin_loss,val_macro_f1,val_accuracy
brute_force,1,0.006950449962775788,0.0014337463801184435,0.05516703441237535,0.5,1.0
brute_force,2,0.0020827250140669517,0.0009302990680989242,0.011524259298696582,0.5,1.0
brute_force,3,0.0012705303021145456,0.0006664293745615068,0.006041009190893524,0.5,1.0
brute_force,4,0.0008530857090908018,0.0004947187908147915,0.0035836691406379924,0.5,1.0
brute_force,5,0.0006308810859181127,0.0003877457719623328,0.0024313530946345648,0.5,1.0
brute_force,6,0.0004910035838215565,0.00031297758966522966,0.0017802599025215856,0.5,1.0
brute_force,7,0.0004022441893390601,0.0002594843686472254,0.001427598162023448,0.5,1.0
brute_force,8,0.00032376145470056067,0.00021728270087173102,0.0010647875249944244,0.5,1.0
brute_force,9,0.000270319694935986,0.00018546095343324008,0.0008485874013692798,0.5,1.0
brute_force,10,0.00022757915538416026,0.0001604461975671547,0.0006713295528752684,0.5,1.0
brute_force,11,0.0002004825788314806,0.0001401281835715342,0.0006035439357390837,0.5,1.0
brute_force,12,0.00016971066175664736,0.0001230697893098614,0.0004664087207546158,0.5,1.0
brute_force,13,0.00015350716497176958,0.00010998758794988705,0.0004351957702211866,0.5,1.0
brute_force,14,0.00013471546751044945,9.82164543044353e-05,0.0003649901321488572,0.5,1.0
brute_force,15,0.00011601907205856092,8.762654912483967e-05,0.00028392522613737323,0.5,1.0
tail,1,0.021985683669297606,0.01760642395943452,0.04379259727300108,0.8912085559095532,0.9951052373959863
tail,2,0.020238132393429982,0.016807981341958437,0.03430151046683904,0.8912085559095532,0.9951052373959863
tail,3,0.019705150741082467,0.016954340367231466,0.027508102619040273,0.8912254148805093,0.9951303387426735
tail,4,0.018664067320465674,0.016344390528768526,0.02319676707568993,0.8912254148805093,0.9951303387426735
tail,5,0.01846787949752413,0.016319485369611583,0.021483940549555568,0.8914182954151709,0.9951428894160171
tail,6,0.01807775610283361,0.01623733421406089,0.018404219079232908,0.8912254148805093,0.9951303387426735
tail,7,0.017949734396956806,0.016242564992338993,0.017071695265935872,0.8914182954151709,0.9951428894160171
tail,8,0.017373051634552782,0.015907801962780865,0.014652495865013994,0.8914182954151709,0.9951428894160171
tail,9,0.017527610543937856,0.01620340694627844,0.013242036246888647,0.8916271370672653,0.9951679907627045
tail,10,0.017018836416103442,0.015857849060957725,0.01160987375892163,0.8896935779473375,0.9950299333559246
tail,11,0.01693866413268184,0.015867010736815776,0.010716534485889597,0.8914182954151709,0.9951428894160171
tail,12,0.016575434002506478,0.015633207997099982,0.009422260854529985,0.8914182954151709,0.9951428894160171
tail,13,0.016573550985224315,0.015719336303908055,0.008542145918838274,0.8914334609458772,0.9951554400893607
tail,14,0.01640351381518892,0.015600260031481742,0.00803253933375534,0.8914334609458772,0.9951554400893607
tail,15,0.01588543121547799,0.015172605456877986,0.007128257754658475,0.8910328474731412,0.9951177880693299
benign,1,0.008938980827033519,0.0028966359890252352,0.060423446967601775,0.5,1.0
benign,2,0.0062942125749588015,0.0023777572041749954,0.03916455316781998,0.5,1.0
benign,3,0.005199161424785852,0.001961775662302971,0.03237385675549507,0.5,1.0
benign,4,0.004518152685165405,0.001650520957224071,0.02867631721675396,0.5,1.0
benign,5,0.00410444223061204,0.0014152632440999151,0.026891789546608924,0.5,1.0
benign,6,0.0038042273591458796,0.0012230733003094792,0.02581154016971588,0.5,1.0
benign,7,0.0035655821213126182,0.0010634531749412418,0.02502128902435303,0.5,1.0
benign,8,0.003331662674471736,0.0009337560974061489,0.023979065502882004,0.5,1.0
benign,9,0.00318367510676384,0.0008236548161134124,0.023600202332735062,0.5,1.0
benign,10,0.002996586147993803,0.0007260004612989724,0.022705856548547745,0.5,1.0
benign,11,0.00285212051525712,0.0006479372814111411,0.022041831872463228,0.5,1.0
benign,12,0.002717504739165306,0.000578764706980437,0.021387400213479995,0.5,1.0
benign,13,0.0026226351498812436,0.0005204890034534038,0.021021461078524588,0.5,1.0
benign,14,0.0025383791659772397,0.0004712021564785391,0.020671769753694533,0.5,1.0
benign,15,0.002477119969949126,0.00043054843307472766,0.02046571493625641,0.5,1.0
