true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
bot,target known,tail,41542,0.002046121997015069,0.997953878002985,0.0,0.0,0.997953878002985
brute_force,target known,brute_force,100000,0.00107,0.99893,0.0,0.0,0.99893
infiltration,target known,tail,37631,0.023730435013685526,0.9762695649863145,0.0,0.0,0.9762695649863145
web_attacks,target known,tail,509,0.9941060903732809,0.005893909626719057,0.0,0.0,0.005893909626719057
unseen::ddos,target unseen,,100000,0.00819,,0.99181,0.0,0.99181
unseen::dos,target unseen,,60594,0.36064626860745286,,0.6393537313925471,0.0,0.6393537313925471
benign_diagnostic,benign diagnostic,,100000,0.14125,,0.85875,0.0,0.85875
