K,beta,tune_expert_balanced_nll
2,0.0,1.105126
2,0.5,1.948849
2,1.0,4.252532
4,0.0,0.878392
4,0.5,2.00784
4,1.0,4.853495
8,0.0,0.762861
8,0.5,2.042731
8,1.0,5.034658
