class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,45814,45814,0,3499672,3499672
bot,31,31,0,41513,41513
brute_force,21110,21110,0,115020,115020
ddos,8,8,0,247579,247579
dos,13,13,0,38867,38867
infiltration,1142,1142,0,10004,10004
web_attacks,2104,2104,0,237,237
