class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3499672,0,0,3254,0
bot,41542,41513,0,0,29,0
brute_force,115040,115020,0,0,20,0
ddos,264872,247579,0,0,17293,0
dos,60594,38867,0,0,21727,0
infiltration,37631,10004,0,0,27627,0
web_attacks,509,237,0,0,272,0
