expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9713,257,5541,0.7603,0.6561
2,202121,normgain,0.8866,320,22596,0.7431,0.6571
3,202121,normgain,0.9488,415,9933,0.7606,0.473
4,202121,normgain,0.9477,62,10500,0.59,0.4616
5,202121,normgain,0.9616,170,7595,0.7883,0.4998
