expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15906,12761,15906,0,0,0,0,0,15906,0
2,1912350,12761,186000,108330,0,18513,52784,3576,2797,0
3,252,12761,252,0,0,0,0,0,0,252
4,20642,12761,20642,0,20642,0,0,0,0,0
5,405,12761,405,0,0,0,405,0,0,0
