a,b,gain_pearson_r
e1,e2,-0.0146
e1,e3,0.8718
e1,e4,0.8337
e1,e5,0.8402
e2,e3,-0.3176
e2,e4,-0.3781
e2,e5,-0.363
e3,e4,0.9741
e3,e5,0.9849
e4,e5,0.9933
