K,beta,tune_expert_balanced_nll
2,0.0,1.529366
2,0.5,3.20929
2,1.0,6.658134
4,0.0,1.278874
4,0.5,3.113736
4,1.0,6.720256
8,0.0,0.985845
8,0.5,2.700831
8,1.0,6.480407
