expert,frac_positive,frac_unique_positive,mean_gain_positive
1,0.3456,0.0005,4.3813
2,0.4779,0.1119,0.541
3,0.4969,0.0,3.2663
4,0.5241,0.0201,2.9946
5,0.711,0.0012,2.5684
