class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,32791,32791,0,3498392,3498392
bot,4,4,0,41415,41415
brute_force,21110,21110,0,115020,115020
ddos,4,4,0,260267,260267
dos,8,8,0,38855,38855
infiltration,2261,2261,0,10184,10184
web_attacks,2436,2436,0,367,367
