a,b,agreement
global,e1,0.8135
global,e2,0.9988
global,e3,0.8554
global,e4,0.6665
global,e5,0.8549
e1,e2,0.8129
e1,e3,0.9569
e1,e4,0.7683
e1,e5,0.9573
e2,e3,0.8547
e2,e4,0.6659
e2,e5,0.8543
e3,e4,0.8086
e3,e5,0.9986
e4,e5,0.8083
