expert,owned_classes,threshold,owned_support,owned_accept_rate,owned_selected_rate,local_acc_given_owned_selected,owned_all_reject_rate,benign_accept_rate,non_owned_attack_accept_rate,mean_owned_margin,mean_benign_margin,mean_owned_stability
DoS_DDoS,"ddos,dos-goldeneye,dos-hulk,dos-slowhttptest,dos-slowloris",3.919936180114746,75949,0.9964054826264994,0.9964054826264994,0.9999471430836725,0.00043450210009348376,0.0008910165729082561,0.0016105789607527338,6.144417762756348,-0.008473317138850689,0.5670346021652222
Scan_Brute,"ftp-patator,portscan,ssh-patator",5.968843460083008,34553,0.9834457210661882,0.9833010158307528,1.0,0.0024889300494891904,0.000818415222523139,0.0012111425111021397,2.259866952896118,-0.018476609140634537,0.877457857131958
WebBot_Rare,"bot,heartbleed,infiltration,web-attack-�-brute-force,web-attack-�-sql-injection,web-attack-�-xss",1.52870512008667,838,0.9832935560859188,0.9570405727923628,0.814214463840399,0.015513126491646777,0.002472845994935506,0.7795876997701399,1.4403513669967651,0.00344580365344882,0.9262495636940002
